Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Highlighted Context,Pass Code
Mathematics-and-Numeracy,wjec-gcse-mathematics-and-numeracy-specification.md,53,EN_COMPOUNDS_SOLAR_POWERED,misspelling,solar powered,This word is normally spelled with a hyphen.,solar-powered,"...for use on the desk • either battery or **solar powered** • free of lids, cases and covers which ...",LT
Mathematics-and-Numeracy,wjec-gcse-mathematics-and-numeracy-specification.md,54,CROSS_COMPOUNDS,grammar,cross section,The word “cross-section” is spelled with a hyphen.,cross-section,"...e.g. Prism, Cylinder)  Volume = area of **cross section**  length  <!-- image -->  <!-- image --...",LT
Mathematics-and-Numeracy,wjec-gcse-mathematics-and-numeracy-specification.md,55,CROSS_COMPOUNDS,grammar,cross section,The word “cross-section” is spelled with a hyphen.,cross-section,"...e.g. Prism, Cylinder)  Volume = area of **cross section**  length  <!-- formula-not-decoded --> ...",LT
Mathematics-and-Numeracy,wjec-gcse-mathematics-and-numeracy-specification.md,56,CROSS_COMPOUNDS,grammar,cross section,The word “cross-section” is spelled with a hyphen.,cross-section,"...e.g. Prism, Cylinder)  Volume = area of **cross section**  length  <!-- image -->  <!-- image --...",LT
Mathematics-and-Numeracy,wjec-gcse-mathematics-and-numeracy-specification.md,57,CROSS_COMPOUNDS,grammar,cross section,The word “cross-section” is spelled with a hyphen.,cross-section,"...e.g. Prism, Cylinder)  Volume = area of **cross section**  length  Volume of a sphere 3 4 3 π r ...",LT
Mathematics-and-Numeracy,wjec-gcse-mathematics-and-numeracy-specification.md,59,CD_TH,typographical,31 st,Did you mean “31st”?,31st,...(i.e. candidates who are 16 or under on **31 st**  August in the academic year in which t...,LT
Mathematics-and-Numeracy,wjec-gcse-mathematics-and-numeracy-specification.md,59,CD_TH,typographical,1 st,Did you mean “1st”?,1st,... (i.e. candidates who are 16 or over on **1 st**  September in the academic year in whic...,LT
Mathematics-and-Numeracy,wjec-gcse-mathematics-and-numeracy-specification.md,61,COMMA_COMPOUND_SENTENCE_2,uncategorized,and,Use a comma before “and” if it connects two independent clauses (unless they are closely connected and short).,", and",...arks obtained for each unit are added up** and** the qualification double grade is based...,LT
Music,gcse-music---delivery-guide.md,10,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...pected to demonstrate in their responses** and** they are then used in marking the work....,LT
Music,gcse-music---delivery-guide.md,10,EN_SPLIT_WORDS_HYPHEN,misspelling,mid- range,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"mid-range, mid - range, midrange",... piano accompaniment gradually rises to **mid- range** (treble clef) with harp added with sust...,LT
Music,gcse-music---delivery-guide.md,10,COMMA_COMPOUND_SENTENCE_2,uncategorized,and,Use a comma before “and” if it connects two independent clauses (unless they are closely connected and short).,", and",... through line 13 • Line 13 strings added** and** accompaniment pattern chords are fuller...,LT
Music,gcse-music---faqs.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,forWales,Possible spelling mistake found.,for Wales,...EC CBAC Ltd 2025.  <!-- image -->  Made **forWales**. Ready for the world.    {2}-----------...,LT
Music,gcse-music---faqs.md,2,CD_TH,typographical,31 st,Did you mean “31st”?,31st,...webpage. The GfT will be available from **31 st**  January 2025 and the SAMs were availab...,LT
Music,gcse-music---faqs.md,2,CD_TH,typographical,19 th,Did you mean “19th”?,19th,...25 and the SAMs were available from the **19 th**  December 2024.  ## Q: How does this sp...,LT
Music,gcse-music---faqs.md,2,SPACE_BETWEEN_NUMBER_AND_WORD,typographical,2year,It appears that a space is missing between the number and word (or unit).,2 year,"...learning hours, primarily designed as a **2year** program for learners in Years 10 and 11...",LT
Music,gcse-music---faqs.md,2,CD_TH,typographical,19 th,Did you mean “19th”?,19th,"...or Units 2 and 3 are available from the **19 th** December 2024, on the WJEC GCSE Music w...",LT
Music,gcse-music---faqs.md,3,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...earners required to know and understand **all of the** terms listed in Appendix B of the speci...,LT
Music,gcse-music---faqs.md,3,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...ers are required to know and understand **all of the** terms listed in Appendix B. Additionall...,LT
Music,gcse-music---faqs.md,4,A_NNS,grammar,a minimum grade learners,The plural noun “learners” cannot be used with the article “a”. Did you mean “a minimum grade learner” or “minimum grade learners”?,"a minimum grade learner, minimum grade learners",...mprovisation performed.  ## Q: Is there **a minimum grade learners** should be working at?  A: The standard ...,LT
Music,gcse-music---faqs.md,4,CD_TH,typographical,1 st,Did you mean “1st”?,1st,...on briefs are released on Portal on the **1 st** of  September every year. It will be re...,LT
Music,gcse-music---faqs.md,5,MORFOLOGIK_RULE_EN_GB,misspelling,drumkit,Possible spelling mistake found.,drum kit,"....  ## Q: Can a candidate write for solo **drumkit**, or solo melody instrument?  A: It is p...",LT
Music,gcse-music---guidance-for-teaching.md,9,EN_COMPOUNDS_PRE_RECORDED,misspelling,pre- recorded,This expression is normally spelled as one or with a hyphen.,"pre-recorded, prerecorded","...xamples of performances, either live or **pre- recorded**, which demonstrate how music can be suc...",LT
Music,gcse-music---guidance-for-teaching.md,15,COMMA_COMPOUND_SENTENCE_2,uncategorized,so,Use a comma before ‘so’ if it connects two independent clauses (unless they are closely connected and short).,", so","...ent, as the scores are readily available** so** teachers may prefer to guide learners t...",LT
Music,gcse-music---guidance-for-teaching.md,15,EN_COMPOUNDS_BEAT_BOX,misspelling,beat-box,This word is normally spelled as one.,beatbox,...beat matching effectively. - Scores for **beat-box** performances can be notated in a simila...,LT
Music,gcse-music---guidance-for-teaching.md,18,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...penalties for submissions over 6 minutes** but** submissions over this length are often ...,LT
Music,gcse-music---guidance-for-teaching.md,18,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...recordings and copies of the scores for **all of the** music that has been performed by the sa...,LT
Music,gcse-music---guidance-for-teaching.md,19,EN_COMPOUNDS_BEAT_BOXING,misspelling,beat boxing,This word is normally spelled as one.,beatboxing,"...formances, sequencing, DJ-ing, rapping, **beat boxing** and improvisation are accepted within b...",LT
Music,gcse-music---guidance-for-teaching.md,19,SUBJECT_VERB_AGREEMENT_PLURAL,grammar,has,The verb form ‘has’ does not seem to match the subject ‘criteria’.,"have, had, will have","... The new performing assessment criteria **has** been adapted for the solo, ensemble and...",LT
Music,gcse-music---guidance-for-teaching.md,21,CD_TH,typographical,5 th,Did you mean “5th”?,5th,"...y for submission by the deadline of the **5 th**  of May, regardless of whether they are...",LT
Music,gcse-music---guidance-for-teaching.md,24,EN_COMPOUNDS_SKETCH_BOOK,misspelling,sketch book,This word is normally spelled as one.,sketchbook,"... listing these styles in a 'composition **sketch book**' highlighting any keywords, musical dev...",LT
Music,gcse-music---guidance-for-teaching.md,27,DISCUSSIONS_AROUND,misspelling,discussions around,Did you mean “discussions about”?,discussions about,...on is an important element of music and **discussions around** this can inspire learners and further d...,LT
Music,gcse-music---guidance-for-teaching.md,28,CD_TH,typographical,5 th,Did you mean “5th”?,5th,"...y for submission by the deadline of the **5 th**  of May, regardless of whether they are...",LT
Music,gcse-music---guidance-for-teaching.md,32,AGREEMENT_SENT_START,grammar,are,Possible agreement error.,is,...m List B . The choice of prepared texts **are** as follows: List A Concerto for Two Tru...,LT
Music,gcse-music---guidance-for-teaching.md,33,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,"...cate answers using descriptions such as **'**at the start, 'when the violins play,' '...",LT
Music,gcse-music---guidance-for-teaching.md,33,MORFOLOGIK_RULE_EN_GB,misspelling,roman,Possible spelling mistake found.,"Roman, Román, woman (+203 more)","...showing piano, guitar and vocal lines • **roman** numerals for chords I, ii, iii, IV, V a...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,8,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,Technologybased,Possible spelling mistake found.,Technology based,...nology-based performance for this unit. **Technologybased** performances include:  - DJ-ing - 'push...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,9,WHETHER,style,as to whether,"Consider shortening this phrase to just “whether”, or rephrase the sentence to avoid “as to”.",whether,"...hnology-based formats.  If in any doubt **as to whether** the form chosen is appropriate, please ...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,10,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,10,EN_COMPOUNDS_BEAT_BOX,misspelling,beat-box,This word is normally spelled as one.,beatbox,"...nd chords on a lead sheet (for example, **beat-box**, DJ, or rap), centres must provide appr...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,14,EN_SPLIT_WORDS_HYPHEN,misspelling,well- projected,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"well-projected, well - projected",...ot consistent. • The music is generally **well- projected**. | |-----------------------------------...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,21,EN_SPLIT_WORDS_HYPHEN,misspelling,well- projected,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"well-projected, well - projected","...ly well mixed and mastered, providing a **well- projected** performance | |------------------------...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,25,COMMA_COMPOUND_SENTENCE,uncategorized,or,Use a comma before ‘or’ if it connects two independent clauses (unless they are closely connected and short).,", or",...mance are not covered in the lists below** or** they are in doubt about the standard of...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,26,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...e not restricted to one instrument/voice** but** there is no advantage to performing on ...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,26,THEMSELF,style,themself,"Generally speaking, “themself” is only acceptable when referring to a singular entity (such as the singular usage of “they”, which is the preferred pronoun for many non-binary people). If “themself” refers to a plural entity (such as “everybody”, or the standard usage of “they”), you should use “themselves”.","themselves, himself, herself","...only, or both. If a learner accompanies **themself** and chooses to be assessed on the whole...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,27,CD_TH,typographical,10 th,Did you mean “10th”?,10th,"...                        | • range up to **10 th** • some leaps, perhaps, 4 ths , 5 ths , ...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,27,MORFOLOGIK_RULE_EN_GB,misspelling,ths,Possible spelling mistake found.,"THS, the, this (+1458 more)","...ge up to 10 th • some leaps, perhaps, 4 **ths** , 5 ths , or octave • regular phrase le...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,27,MORFOLOGIK_RULE_EN_GB,misspelling,ths,Possible spelling mistake found.,"THS, the, this (+1458 more)","... 10 th • some leaps, perhaps, 4 ths , 5 **ths** , or octave • regular phrase lengths • ...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,29,CD_TH,typographical,3 rd,Did you mean “3rd”?,3rd,...      | • mainly open strings and up to **3 rd** position • use of pick or first two fin...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,29,CD_TH,typographical,5 th,Did you mean “5th”?,5th,...e 3 equivalent       | • movement up to **5 th** position • use of pick or first two fin...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,29,CD_TH,typographical,5 th,Did you mean “5th”?,5th,...s of position and movement to more than **5 th** position • use of pick or all fingers o...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,30,CD_TH,typographical,10 th,Did you mean “10th”?,10th,...rasts in articulation • a range up to a **10 th** • requires a basic control of embouchur...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,30,CD_TH,typographical,12 th,Did you mean “12th”?,12th,...asier dynamic ranges) • a range up to a **12 th** • requires a developed embouchure to co...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,30,COMMA_CLOSING_PARENTHESIS,uncategorized,"f,)","Commas should not be placed before a closing parenthesis. Either move the comma outside of the parentheses, or remove it altogether.","f),, f)","...amics changes are more refined (p.mp,mf,**f,)** and include crescendo and diminuendo | ...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,30,CD_TH,typographical,12 th,Did you mean “12th”?,12th,...tion in all dynamics • a range beyond a **12 th** • requires a more complex control of em...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,30,CD_TH,typographical,12 th,Did you mean “12th”?,12th,...rasts in articulation • a range up to a **12 th** • requires a basic control of embouchur...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,32,MORFOLOGIK_RULE_EN_GB,misspelling,eq,Possible spelling mistake found.,"EQ, ex, EU (+67 more)",...e genre and with different BPM • use of **eq**/fx or basic scratching • use of platter...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,32,MORFOLOGIK_RULE_EN_GB,misspelling,eq,Possible spelling mistake found.,"EQ, ex, EU (+67 more)",...tracks within different genres • use of **eq**/fx and appropriate turntablism techniqu...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,33,SPACE_BEFORE_PARENTHESIS,typographical,(,It appears that a white space is missing.,(,"... only - B (kick drum), K (snare drum), T**(**hi- hat), Tss (open hi-hat), Ch (cymbals...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,33,EN_GB_SIMPLE_REPLACE_ZIPPER,locale-violation,zipper,‘zipper’ is a common American expression. Consider using expressions more common to British English.,zip,"...D throat bass, inward bass, click roll, **zipper**, siren, lip roll, water drop, throat ta...",LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,50,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... to complete  ## Over 13  - I am over 13** and** I give permission for my film/photograp...,LT
Music,gcse-music---unit-1-non-exam-assessment-pack-sample.md,52,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...-----| | None   | Work may be completed **outside of** the centre without direct supervision. ...,LT
Music,gcse-music---unit-2-composing-sample.md,7,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LT
Music,gcse-music---unit-2-composing-sample.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,wellstructured,Possible spelling mistake found.,"well-structured, well structured",...esented and how well the piece has been **wellstructured**.  ## Column 3 - Outcome of Brief:  - as...,LT
Music,gcse-music---unit-2-composing-sample.md,10,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...mpt to structure the piece has been made** but** the presentation of musical ideas is in...,LT
Music,gcse-music---unit-2-composing-sample.md,11,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio visual,This word is normally spelled as one.,audiovisual,...itable format):  - audio presentation - **audio visual** presentation - PowerPoint - written pro...,LT
Music,gcse-music---unit-2-composing-sample.md,15,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio visual,This word is normally spelled as one.,audiovisual,...itable format):  - audio presentation - **audio visual** presentation - PowerPoint - written pro...,LT
Music,gcse-music---unit-2-composing-sample.md,23,APOS_SPACE_CONTRACTION,typographical,they ' re,There probably shouldn’t be a space after the apostrophe.,they're,"... are allowed access to any resources as **they ' re** completing the tasks and if so, what re...",LT
Music,gcse-music---unit-2-composing-sample.md,23,APOS_SPACE_CONTRACTION,typographical,they ' re,There probably shouldn’t be a space after the apostrophe.,they're,...ates are allowed to work with others as **they ' re** completing the tasks.  | Controls      ...,LT
Music,gcse-music---unit-2-composing-sample.md,24,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...-----| | None   | Work may be completed **outside of** the centre without direct supervision. ...,LT
Music,gcse-music---unit-3-appraising.md,8,EN_COMPOUNDS_STEP_WISE,misspelling,step wise,This expression is normally spelled as one or with a hyphen.,"step-wise, stepwise",...e list below: <ul><li>mostly conjunct / **step wise** movement</li><li>semi quaver pattern ph...,LT
Music,gcse-music---unit-3-appraising.md,11,BUNCH_OF,grammar,pair of,An article may be missing.,a pair of,... 5th</li><li>bar 5 bar 6 rising 4th and **pair of** rising 3rds /broken</li><li>second inve...,LT
Music,gcse-music---unit-3-appraising.md,18,MID_HYPHEN,uncategorized,mid range,This word is normally spelled with a hyphen.,mid-range,...>piano accompaniment gradually rises to **mid range** (treble clef) with harp added with sust...,LT
Music,gcse-music---unit-3-appraising.md,18,COMMA_COMPOUND_SENTENCE_2,uncategorized,and,Use a comma before “and” if it connects two independent clauses (unless they are closely connected and short).,", and",...gh line 13</li><li>Line 13 strings added** and** accompaniment pattern chords are fuller...,LT
Music,gcse-music---unit-3-appraising.md,27,ENGLISH_WORD_REPEAT_RULE,duplication,tam tam,Possible typo: you repeated a word.,tam,...ortant. - Use of timpani adds drama and **tam tam**. - Instruments are quite dark in timbre...,LT
Music,gcse-music---unit-3-appraising.md,27,MORFOLOGIK_RULE_EN_GB,misspelling,Basoon,Possible spelling mistake found.,"Bassoon, Baboon, Ba soon","..., clarinet, bass clarinet, Cor Anglais, **Basoon**. - Flutes (piccolo later), horns and tr...",LT
Music,gcse-music---unit-3-appraising.md,35,EN_WORD_COHERENCY,uncategorized,onscreen,Do not mix variants of the same word (‘onscreen’ and ‘on-screen’) within a single text.,on-screen,...te User Guide for candidates completing **onscreen** assessments. The Surpass software will ...,LT
Music,gcse-music---unit-3-appraising.md,35,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,...7 days before the date of the exam. The **'**Home 'screen of Surpass will contain inf...,LT
Music,gcse-music---unit-3-appraising.md,35,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,... before the date of the exam. The 'Home **'**screen of Surpass will contain informati...,LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,6,MISSING_HYPHEN,uncategorized,one minute,"When a number forms part of an adjectival compound, use a hyphen.",one-minute,... piece which is significantly below the **one minute** minimum performance duration will be un...,LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,8,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,Technologybased,Possible spelling mistake found.,Technology based,...nology-based performance for this unit. **Technologybased** performances include:  - DJ-ing - 'push...,LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,10,EN_COMPOUNDS_BEAT_BOX,misspelling,beat-box,This word is normally spelled as one.,beatbox,"...nd chords on a lead sheet (for example, **beat-box**, DJ, or rap), centres must provide appr...",LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,28,COMMA_CLOSING_PARENTHESIS,uncategorized,"f,)","Commas should not be placed before a closing parenthesis. Either move the comma outside of the parentheses, or remove it altogether.","f),, f)","...amics changes are more refined (p.mp,mf,**f,)** and include crescendo and diminuendo</l...",LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,28,MORFOLOGIK_RULE_EN_GB,misspelling,th,Possible spelling mistake found.,"the, TH, Th (+98 more)",...l</li><li>few contrasts in articulation **th**</li><li>a range up to a 12</li><li>requ...,LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,30,MORFOLOGIK_RULE_EN_GB,misspelling,eq,Possible spelling mistake found.,"EQ, ex, EU (+67 more)",...e and with different BPM</li><li>use of **eq**/fx or basic scratching</li><li>use of p...,LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,30,MORFOLOGIK_RULE_EN_GB,misspelling,eq,Possible spelling mistake found.,"EQ, ex, EU (+67 more)",...| | Grade 4 equivalent | <ul><li>use of **eq**/fx and appropriate turntablism techniqu...,LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,31,SPACE_BEFORE_PARENTHESIS,typographical,(,It appears that a white space is missing.,(,"... only – B (kick drum), K (snare drum), T**(**hi hat), Tss (open hi-hat), Ch (cymbals)...",LT
Music,gcse-music-unit-1-nea-assessment-handbook.md,31,EN_GB_SIMPLE_REPLACE_ZIPPER,locale-violation,zipper,‘zipper’ is a common American expression. Consider using expressions more common to British English.,zip,"...D throat bass, inward bass, click roll, **zipper**, siren, lip roll, water drop, throat ta...",LT
Music,gcse-music-unit-2-nea-assessment-handbook.md,4,NON_ANTI_JJ,grammar,non original,This expression is usually spelled with a hyphen.,non-original,"... own original work. If you use anything **non original**, you must declare it on the log, and yo...",LT
Music,gcse-music-unit-2-nea-assessment-handbook.md,4,COMMA_COMPOUND_SENTENCE,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",... AI. You should declare this on your log** but** it will not affect your marks. Make sur...,LT
Music,gcse-music-unit-2-nea-assessment-handbook.md,5,FILE_EXTENSIONS_CASE,uncategorized,pdf,File types are normally capitalized.,PDF,...s of your composition. This should be a **pdf** or a word document. This will help the ...,LT
Music,gcse-music-unit-2-nea-assessment-handbook.md,5,MICROSOFT_PRODUCTS,uncategorized,word,"Did you mean “Word” (= computer program, capitalized)?",Word,"... composition. This should be a pdf or a **word** document. This will help the teacher, a...",LT
Music,gcse-music-unit-2-nea-assessment-handbook.md,6,FILE_EXTENSIONS_CASE,uncategorized,pdf,File types are normally capitalized.,PDF,"...e then you should export the score as a **pdf** file, so that the moderator will be abl...",LT
Music,gcse-music-unit-2-nea-assessment-handbook.md,11,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...mpt to structure the piece has been made** but** the presentation of musical ideas is in...,LT
Music,overview-of-consultation-findings.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,Exper,Possible spelling mistake found.,"Expert, Expel, Esper",... and Communication Area of Learning and **Exper** | ience .15 | | Level 2 Award in Additi...,LT
Music,overview-of-consultation-findings.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,ience,Possible spelling mistake found.,"hence, fence, pence (+1 more)",...munication Area of Learning and Exper | **ience** .15 | | Level 2 Award in Additional Cor...,LT
Music,overview-of-consultation-findings.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,made-for-wales-gcses,Possible spelling mistake found.,made-for-wales-GCSEs,...form/reforming/qualified-for-the-future/**made-for-wales-gcses**/#approval-criteria\)](https://qualifica...,LT
Music,overview-of-consultation-findings.md,5,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...greater detail with Qualifications Wales** and** we will also be discussing the issue wi...,LT
Music,overview-of-consultation-findings.md,6,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...ications will provide stakeholders with **all of the** information they require in due course....,LT
Music,overview-of-consultation-findings.md,9,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...hat the content is teachable in the time** and** we will strengthen our focus on reviewi...,LT
Music,overview-of-consultation-findings.md,10,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... balance of physical and human geography** and** we have updated the possible areas to b...,LT
Music,overview-of-consultation-findings.md,10,ENGLISH_WORD_REPEAT_RULE,duplication,that that,Possible typo: you repeated a word.,that,...ts generally agreed or partially agreed **that that** the proposed assessment approach is app...,LT
Music,overview-of-consultation-findings.md,12,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...sed concern that the weighting was heavy** and** it would impact on teacher workload. We...,LT
Music,overview-of-consultation-findings.md,13,WHETHER,style,whether or not,"Consider shortening this phrase to just ‘whether’, unless you mean ‘regardless of whether’.",whether,...dual learners or groups of learners and **whether or not** the teacher performs the control elemen...,LT
Music,overview-of-consultation-findings.md,15,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...r for this unit is aware of the concerns** and** we will aim to include writing that rep...,LT
Music,overview-of-consultation-findings.md,17,EN_COMPOUNDS_TIME_CONSUMING,misspelling,time consuming,This word is normally spelled with a hyphen.,time-consuming,...ondents conveying that oracy tasks were **time consuming** and difficult to administer. As a direc...,LT
Music,overview-of-consultation-findings.md,17,IN_OR_WITH_REGARDS_TO_OF,misspelling,with regards to,"Although “with regards to” is sometimes used in casual speech, it is typically considered a nonstandard phrase.","in regard to, with regard to, regarding",...t is clearly on 'Continuity and change' **with regards to** both language and ideas. There will now...,LT
Music,overview-of-consultation-findings.md,18,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... are supported by this new qualification** and** we will work to ensure that this is the...,LT
Music,wjec-gcse-music-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,INTE,Possible spelling mistake found.,"INTO, INTER, INTEL (+10 more)",...---------------------|----| | 1       | **INTE**   | RODUCTION                          ...,LT
Music,wjec-gcse-music-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,RODUCTION,Possible spelling mistake found.,"PRODUCTION, REDUCTION",...------------|----| | 1       | INTE   | **RODUCTION**                                        ...,LT
Music,wjec-gcse-music-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,JECT,Possible spelling mistake found.,"JET, SECT, EJECT (+7 more)",...                     | 8  | | 2 EX |  | **JECT** CONTENT AND INTEGRATION OF LEARNING ENC...,LT
Music,wjec-gcse-music-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,ENCES,Possible spelling mistake found.,"FENCES, HENCES, ONCES (+1 more)",...ECT CONTENT AND INTEGRATION OF LEARNING **ENCES** AND SKILLS | 9 | |         | How    | t...,LT
Music,wjec-gcse-music-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,ortunities,Possible spelling mistake found.,"fortuities, obtusities, orotundities (+1 more)",...            | 14 | |         | Орр    | **ortunities** for integration of learning experiences...,LT
Music,wjec-gcse-music-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,ESSMENT,Possible spelling mistake found.,"ELEMENT, ASSENT, ESSEN (+3 more)",...            | 16 | | 3       | ASS    | **ESSMENT**                                        ...,LT
Music,wjec-gcse-music-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,HNICAL,Possible spelling mistake found.,"ANIMAL, CONICAL, APICAL (+15 more)",...            | 20 | | 5       | TEC    | **HNICAL** INFORMATION                            ...,LT
Music,wjec-gcse-music-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,pendi,Possible spelling mistake found.,"Wendi, pends, pend",...                     | 22 | | App     | **pendi**  | x B – Glossary of Musical Terminolog...,LT
Music,wjec-gcse-music-specification.md,7,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...developing artistic skills and knowledge** and** it enables learners to become curious a...,LT
Music,wjec-gcse-music-specification.md,15,AGREEMENT_SENT_START,grammar,are,Possible agreement error.,is,...m List B.  The choice of prepared works **are** as follows:  List A  **Concerto for Two...,LT
